0 ; 50.83 ; 0 ; -45.16 ; 
1 ; 144.12 ; 1 ; 6.38 ; 
2 ; 48.29 ; 2 ; -10.99 ; 
3 ; 47.72 ; 3 ; -10.65 ; 
4 ; 47.97 ; 4 ; 170.74 ; 
5 ; 49.95 ; 5 ; -9.42 ; 
6 ; 50.19 ; 6 ; -10.29 ; 
7 ; 50.28 ; 7 ; -9.82 ; 
8 ; 49.98 ; 8 ; -9.78 ; 
9 ; 50.44 ; 9 ; -9.02 ; 
10 ; 50.31 ; 10 ; -9.44 ; 
11 ; 49.75 ; 11 ; 170.16 ; 
12 ; 50.29 ; 12 ; -9.45 ; 
13 ; 50.1 ; 13 ; -9.11 ; 
14 ; 50.25 ; 14 ; -9.37 ; 
15 ; 49.66 ; 15 ; -9.52 ; 
16 ; 49.9 ; 16 ; -9.68 ; 
17 ; 50.39 ; 17 ; -9.61 ; 
18 ; 48.96 ; 18 ; 169.21 ; 
19 ; 49.55 ; 19 ; -9.99 ; 
20 ; 50.29 ; 20 ; -8.59 ; 
21 ; 49.3 ; 21 ; -9.21 ; 
22 ; 50.15 ; 22 ; -9.32 ; 
23 ; 50.07 ; 23 ; -9.92 ; 
24 ; 49.65 ; 24 ; 170.67 ; 
25 ; 50.02 ; 25 ; -9.27 ; 
26 ; 49.42 ; 26 ; -10.07 ; 
27 ; 50.64 ; 27 ; -9.25 ; 
28 ; 49.85 ; 28 ; -9.83 ; 
29 ; 49.82 ; 29 ; -8.78 ; 
30 ; 49.98 ; 30 ; -9.93 ; 
31 ; 50.65 ; 31 ; -9.02 ; 
32 ; 50.51 ; 32 ; -9.21 ; 
33 ; 49.54 ; 33 ; -8.67 ; 
34 ; 49.39 ; 34 ; -9.76 ; 
35 ; 49.96 ; 35 ; -8.63 ; 
36 ; 49.66 ; 36 ; -9.16 ; 
37 ; 49.87 ; 37 ; -9.28 ; 
38 ; 50.13 ; 38 ; -10.8 ; 
39 ; 49.37 ; 39 ; -9.2 ; 
40 ; 50.04 ; 40 ; -9.17 ; 
41 ; 49.17 ; 41 ; 169.18 ; 
42 ; 50.04 ; 42 ; -9.02 ; 
43 ; 49.9 ; 43 ; -10.07 ; 
44 ; 49.65 ; 44 ; -9.51 ; 
45 ; 50.56 ; 45 ; -9.28 ; 
46 ; 49.73 ; 46 ; -9.34 ; 
47 ; 50.19 ; 47 ; -8.57 ; 
48 ; 49.71 ; 48 ; 169.88 ; 
49 ; 50.13 ; 49 ; -8.98 ; 
50 ; 50.61 ; 50 ; -9.59 ; 
51 ; 49.99 ; 51 ; -9.48 ; 
52 ; 50.13 ; 52 ; -10.74 ; 
53 ; 50.48 ; 53 ; -9.43 ; 
54 ; 50.26 ; 54 ; -9.0 ; 
55 ; 50.02 ; 55 ; -9.45 ; 
56 ; 49.73 ; 56 ; -9.37 ; 
57 ; 49.89 ; 57 ; -9.1 ; 
58 ; 48.63 ; 58 ; -12.31 ; 
59 ; 50.47 ; 59 ; 170.71 ; 
60 ; 50.53 ; 60 ; -8.76 ; 
61 ; 50.0 ; 61 ; -9.53 ; 
62 ; 49.6 ; 62 ; -9.25 ; 
63 ; 49.76 ; 63 ; -11.14 ; 
64 ; 49.71 ; 64 ; -10.37 ; 
65 ; 50.54 ; 65 ; -9.06 ; 
66 ; 50.27 ; 66 ; -8.77 ; 
67 ; 49.57 ; 67 ; -9.77 ; 
68 ; 49.63 ; 68 ; -9.05 ; 
69 ; 50.67 ; 69 ; -9.29 ; 
70 ; 49.98 ; 70 ; -8.74 ; 
71 ; 50.14 ; 71 ; -9.3 ; 
72 ; 50.03 ; 72 ; -9.38 ; 
73 ; 49.92 ; 73 ; -9.54 ; 
74 ; 49.62 ; 74 ; -10.6 ; 
75 ; 50.14 ; 75 ; -10.31 ; 
76 ; 49.86 ; 76 ; -11.5 ; 
77 ; 49.77 ; 77 ; -10.82 ; 
78 ; 50.27 ; 78 ; -9.59 ; 
79 ; 49.77 ; 79 ; -8.88 ; 
80 ; 49.89 ; 80 ; -8.94 ; 
81 ; 49.32 ; 81 ; -10.37 ; 
82 ; 49.65 ; 82 ; -12.1 ; 
83 ; 49.8 ; 83 ; -10.0 ; 
84 ; 49.84 ; 84 ; -10.12 ; 
85 ; 49.53 ; 85 ; -9.58 ; 
86 ; 50.34 ; 86 ; -9.79 ; 
87 ; 50.35 ; 87 ; -8.88 ; 
88 ; 49.87 ; 88 ; -9.1 ; 
89 ; 49.93 ; 89 ; -10.41 ; 
90 ; 49.63 ; 90 ; -9.65 ; 
91 ; 50.01 ; 91 ; -9.43 ; 
92 ; 50.01 ; 92 ; -9.0 ; 
93 ; 49.57 ; 93 ; -10.41 ; 
94 ; 49.53 ; 94 ; -9.39 ; 
95 ; 50.59 ; 95 ; -9.08 ; 
96 ; 49.97 ; 96 ; -9.45 ; 
97 ; 49.96 ; 97 ; -9.78 ; 
98 ; 50.29 ; 98 ; -9.18 ; 
99 ; 50.3 ; 99 ; -9.21 ; 
100 ; 50.12 ; 100 ; -9.35 ; 
101 ; 49.67 ; 101 ; -9.27 ; 
102 ; 49.98 ; 102 ; -9.34 ; 
103 ; 49.83 ; 103 ; 170.02 ; 
104 ; 49.89 ; 104 ; -9.44 ; 
105 ; 49.39 ; 105 ; -10.03 ; 
106 ; 50.59 ; 106 ; -9.46 ; 
107 ; 49.24 ; 107 ; -10.66 ; 
108 ; 49.98 ; 108 ; -8.9 ; 
109 ; 49.99 ; 109 ; -9.59 ; 
110 ; 50.09 ; 110 ; -9.27 ; 
111 ; 50.1 ; 111 ; -9.88 ; 
112 ; 49.58 ; 112 ; -10.77 ; 
113 ; 50.01 ; 113 ; -10.06 ; 
114 ; 49.91 ; 114 ; -11.96 ; 
115 ; 49.98 ; 115 ; -9.35 ; 
116 ; 50.08 ; 116 ; -9.24 ; 
117 ; 50.01 ; 117 ; 170.7 ; 
118 ; 49.56 ; 118 ; -10.25 ; 
119 ; 50.12 ; 119 ; -9.04 ; 
120 ; 49.79 ; 120 ; 170.28 ; 
121 ; 49.8 ; 121 ; -9.21 ; 
122 ; 49.65 ; 122 ; -8.66 ; 
123 ; 49.75 ; 123 ; -8.88 ; 
124 ; 49.93 ; 124 ; -9.49 ; 
125 ; 49.67 ; 125 ; -9.2 ; 
126 ; 50.21 ; 126 ; -9.64 ; 
127 ; 50.01 ; 127 ; -10.71 ; 
128 ; 49.8 ; 128 ; -10.58 ; 
129 ; 50.5 ; 129 ; 169.9 ; 
130 ; 50.74 ; 130 ; -9.29 ; 
131 ; 50.59 ; 131 ; -9.54 ; 
132 ; 49.91 ; 132 ; -8.78 ; 
133 ; 49.89 ; 133 ; -9.32 ; 
134 ; 50.05 ; 134 ; -9.12 ; 
135 ; 50.52 ; 135 ; -9.7 ; 
136 ; 50.46 ; 136 ; -8.72 ; 
137 ; 49.81 ; 137 ; -9.94 ; 
138 ; 50.23 ; 138 ; -10.03 ; 
139 ; 50.05 ; 139 ; -8.88 ; 
140 ; 50.59 ; 140 ; -8.89 ; 
141 ; 50.35 ; 141 ; -9.99 ; 
142 ; 50.33 ; 142 ; -9.41 ; 
143 ; 49.7 ; 143 ; -9.15 ; 
144 ; 160.66 ; 144 ; 66.2 ; 
145 ; 49.99 ; 145 ; 169.7 ; 
146 ; 49.63 ; 146 ; -10.31 ; 
147 ; 50.55 ; 147 ; -9.31 ; 
148 ; 49.47 ; 148 ; -9.52 ; 
149 ; 48.68 ; 149 ; -12.06 ; 
150 ; 49.92 ; 150 ; -10.31 ; 
151 ; 50.01 ; 151 ; -9.04 ; 
152 ; 50.05 ; 152 ; 169.78 ; 
153 ; 49.08 ; 153 ; -9.93 ; 
154 ; 50.44 ; 154 ; -9.37 ; 
155 ; 49.92 ; 155 ; -9.36 ; 
156 ; 50.42 ; 156 ; -9.59 ; 
157 ; 49.65 ; 157 ; -8.98 ; 
158 ; 50.35 ; 158 ; -8.75 ; 
159 ; 50.18 ; 159 ; -9.45 ; 
160 ; 49.98 ; 160 ; -8.78 ; 
161 ; 49.82 ; 161 ; -9.86 ; 
162 ; 50.25 ; 162 ; 170.76 ; 
163 ; 50.03 ; 163 ; 170.43 ; 
164 ; 50.87 ; 164 ; -9.01 ; 
165 ; 50.27 ; 165 ; -9.0 ; 
166 ; 49.52 ; 166 ; -9.4 ; 
167 ; 50.19 ; 167 ; -9.13 ; 
168 ; 50.17 ; 168 ; -9.48 ; 
169 ; 50.45 ; 169 ; -9.61 ; 
170 ; 50.16 ; 170 ; -9.81 ; 
171 ; 49.98 ; 171 ; -8.68 ; 
172 ; 50.16 ; 172 ; 170.32 ; 
173 ; 50.0 ; 173 ; -9.87 ; 
174 ; 50.16 ; 174 ; -10.62 ; 
175 ; 49.62 ; 175 ; -10.58 ; 
176 ; 49.4 ; 176 ; -10.37 ; 
177 ; 49.67 ; 177 ; -9.76 ; 
178 ; 49.5 ; 178 ; -8.67 ; 
179 ; 49.94 ; 179 ; -9.6 ; 
180 ; 50.67 ; 180 ; -9.07 ; 
181 ; 48.83 ; 181 ; 169.07 ; 
182 ; 50.04 ; 182 ; -9.22 ; 
183 ; 49.42 ; 183 ; -9.91 ; 
184 ; 49.67 ; 184 ; -10.28 ; 
185 ; 50.08 ; 185 ; -9.38 ; 
186 ; 50.02 ; 186 ; -9.19 ; 
187 ; 50.29 ; 187 ; -9.15 ; 
188 ; 50.05 ; 188 ; -10.26 ; 
189 ; 49.8 ; 189 ; -9.29 ; 
190 ; 49.98 ; 190 ; -9.87 ; 
191 ; 49.99 ; 191 ; -9.09 ; 
192 ; 49.68 ; 192 ; -10.01 ; 
193 ; 49.76 ; 193 ; -9.14 ; 
194 ; 50.13 ; 194 ; -8.88 ; 
195 ; 49.46 ; 195 ; -8.6 ; 
196 ; 49.24 ; 196 ; -9.23 ; 
197 ; 49.76 ; 197 ; -9.16 ; 
198 ; 49.66 ; 198 ; -9.95 ; 
