x-axis,1,2,3
second,Volt,Volt,Volt
-3.755000E-06,+2.296356812119E+00,+2.548241176177E+00,+1.094302767888E+00
-3.750000E-06,+2.617964848876E+00,+2.392462283373E+00,+1.094302767888E+00
-3.745000E-06,+2.693341732491E+00,+2.709045194555E+00,+1.094302767888E+00
-3.740000E-06,+2.617964848876E+00,+2.472864292562E+00,+1.094302767888E+00
-3.735000E-06,+2.612939723302E+00,+2.553266301751E+00,+1.094302767888E+00
-3.730000E-06,+2.296356812119E+00,+2.553266301751E+00,+1.094302767888E+00
-3.725000E-06,+2.693341732491E+00,+2.392462283373E+00,+1.094302767888E+00
-3.720000E-06,+2.617964848876E+00,+2.714070320129E+00,+1.094302767888E+00
-3.715000E-06,+2.617964848876E+00,+2.553266301751E+00,+1.094302767888E+00
-3.710000E-06,+2.537562839687E+00,+2.628643185366E+00,+1.094302767888E+00
-3.705000E-06,+2.296356812119E+00,+2.553266301751E+00,+1.094302767888E+00
-3.700000E-06,+2.617964848876E+00,+2.392462283373E+00,+1.094302767888E+00
-3.695000E-06,+2.612939723302E+00,+2.633668310940E+00,+1.094302767888E+00
-3.690000E-06,+2.537562839687E+00,+2.553266301751E+00,+1.094302767888E+00
-3.685000E-06,+2.612939723302E+00,+2.553266301751E+00,+1.094302767888E+00
-3.680000E-06,+2.371733695734E+00,+2.553266301751E+00,+1.094302767888E+00
-3.675000E-06,+2.612939723302E+00,+2.392462283373E+00,+1.094302767888E+00
-3.670000E-06,+2.537562839687E+00,+2.709045194555E+00,+1.094302767888E+00
-3.665000E-06,+2.617964848876E+00,+2.472864292562E+00,+1.094302767888E+00
-3.660000E-06,+2.537562839687E+00,+2.628643185366E+00,+1.094302767888E+00
-3.655000E-06,+2.296356812119E+00,+2.472864292562E+00,+1.094302767888E+00
-3.650000E-06,+2.617964848876E+00,+2.472864292562E+00,+1.094302767888E+00
-3.645000E-06,+2.693341732491E+00,+2.633668310940E+00,+1.094302767888E+00
-3.640000E-06,+2.612939723302E+00,+2.553266301751E+00,+1.094302767888E+00
-3.635000E-06,+2.612939723302E+00,+2.553266301751E+00,+1.094302767888E+00
-3.630000E-06,+2.371733695734E+00,+2.472864292562E+00,+1.094302767888E+00
-3.625000E-06,+2.612939723302E+00,+2.472864292562E+00,+1.094302767888E+00
-3.620000E-06,+2.612939723302E+00,+2.714070320129E+00,+1.094302767888E+00
-3.615000E-06,+2.617964848876E+00,+2.553266301751E+00,+1.094302767888E+00
-3.610000E-06,+2.537562839687E+00,+2.633668310940E+00,+1.094302767888E+00
-3.605000E-06,+2.215954802930E+00,+2.472864292562E+00,+1.094302767888E+00
-3.600000E-06,+2.617964848876E+00,+2.472864292562E+00,+1.094302767888E+00
-3.595000E-06,+2.693341732491E+00,+2.714070320129E+00,+1.094302767888E+00
-3.590000E-06,+2.457160830498E+00,+2.553266301751E+00,+1.094302767888E+00
-3.585000E-06,+2.532537714113E+00,+2.628643185366E+00,+1.094302767888E+00
-3.580000E-06,+2.296356812119E+00,+2.472864292562E+00,+1.094302767888E+00
-3.575000E-06,+2.612939723302E+00,+2.472864292562E+00,+1.094302767888E+00
-3.570000E-06,+2.612939723302E+00,+2.709045194555E+00,+1.094302767888E+00
-3.565000E-06,+2.537562839687E+00,+2.553266301751E+00,+1.094302767888E+00
-3.560000E-06,+2.537562839687E+00,+2.553266301751E+00,+1.094302767888E+00
-3.555000E-06,+2.371733695734E+00,+2.548241176177E+00,+1.094302767888E+00
-3.550000E-06,+2.612939723302E+00,+2.392462283373E+00,+1.094302767888E+00
-3.545000E-06,+2.693341732491E+00,+2.709045194555E+00,+1.094302767888E+00
-3.540000E-06,+2.537562839687E+00,+2.553266301751E+00,+1.094302767888E+00
-3.535000E-06,+2.612939723302E+00,+2.553266301751E+00,+1.094302767888E+00
-3.530000E-06,+2.371733695734E+00,+2.472864292562E+00,+1.094302767888E+00
-3.525000E-06,+2.693341732491E+00,+2.467839166988E+00,+1.094302767888E+00
-3.520000E-06,+2.612939723302E+00,+2.633668310940E+00,+1.094302767888E+00
-3.515000E-06,+2.693341732491E+00,+2.472864292562E+00,+1.094302767888E+00
-3.510000E-06,+2.532537714113E+00,+2.553266301751E+00,+1.094302767888E+00
-3.505000E-06,+2.296356812119E+00,+2.472864292562E+00,+1.094302767888E+00
-3.500000E-06,+2.693341732491E+00,+2.392462283373E+00,+1.094302767888E+00
-3.495000E-06,+2.612939723302E+00,+2.709045194555E+00,+1.094302767888E+00
-3.490000E-06,+2.537562839687E+00,+2.472864292562E+00,+1.094302767888E+00
-3.485000E-06,+2.532537714113E+00,+2.628643185366E+00,+1.094302767888E+00
-3.480000E-06,+2.371733695734E+00,+2.553266301751E+00,+1.094302767888E+00
-3.475000E-06,+2.612939723302E+00,+2.392462283373E+00,+1.094302767888E+00
-3.470000E-06,+2.532537714113E+00,+2.709045194555E+00,+1.094302767888E+00
-3.465000E-06,+2.617964848876E+00,+2.472864292562E+00,+1.094302767888E+00
-3.460000E-06,+2.532537714113E+00,+2.628643185366E+00,+1.094302767888E+00
-3.455000E-06,+2.296356812119E+00,+2.472864292562E+00,+1.094302767888E+00
-3.450000E-06,+2.693341732491E+00,+2.548241176177E+00,+1.094302767888E+00
-3.445000E-06,+2.693341732491E+00,+2.709045194555E+00,+1.094302767888E+00
-3.440000E-06,+2.537562839687E+00,+2.472864292562E+00,+1.094302767888E+00
-3.435000E-06,+2.612939723302E+00,+2.548241176177E+00,+1.094302767888E+00
-3.430000E-06,+2.296356812119E+00,+2.472864292562E+00,+1.094302767888E+00
-3.425000E-06,+2.612939723302E+00,+2.467839166988E+00,+1.094302767888E+00
-3.420000E-06,+2.537562839687E+00,+2.633668310940E+00,+1.094302767888E+00
-3.415000E-06,+2.617964848876E+00,+2.553266301751E+00,+1.094302767888E+00
-3.410000E-06,+2.537562839687E+00,+2.628643185366E+00,+1.094302767888E+00
-3.405000E-06,+2.296356812119E+00,+2.472864292562E+00,+1.094302767888E+00
-3.400000E-06,+2.617964848876E+00,+2.472864292562E+00,+1.094302767888E+00
-3.395000E-06,+2.693341732491E+00,+2.709045194555E+00,+1.094302767888E+00
-3.390000E-06,+2.537562839687E+00,+2.553266301751E+00,+1.094302767888E+00
-3.385000E-06,+2.532537714113E+00,+2.628643185366E+00,+1.094302767888E+00
-3.380000E-06,+2.371733695734E+00,+2.553266301751E+00,+1.094302767888E+00
-3.375000E-06,+2.612939723302E+00,+2.392462283373E+00,+1.094302767888E+00
-3.370000E-06,+2.617964848876E+00,+2.633668310940E+00,+1.094302767888E+00
-3.365000E-06,+2.537562839687E+00,+2.472864292562E+00,+1.094302767888E+00
-3.360000E-06,+2.612939723302E+00,+2.553266301751E+00,+1.094302767888E+00
